,Title,Year,Worldwide,Domestic
10962,Pacific Rim: Uprising,2018,290930148,59874525
10963,Maze Runner: The Death Cure,2018,288175335,58032443
10964,Tomb Raider,2018,274650803,58250803
10965,Halloween,2018,255485178,159342015
10966,Crazy Rich Asians,2018,238532921,174532921
10967,Creed II,2018,214115889,115715889
10968,Smallfoot,2018,214040103,83240103
10969,The Island,2018,198326350,670883
10970,Christopher Robin,2018,197744377,99215042
10971,The Equalizer 2,2018,190400157,102084362
10972,The Mule,2018,174504407,103804407
10973,The Nutcracker and the Four Realms,2018,173961069,54858851
10974,Insidious: The Last Key,2018,167885588,67745330
10975,The Predator,2018,160542134,51024708
10976,Johnny English Strikes Again,2018,158970776,4412170
10977,Red Sparrow,2018,151572634,46874505
10978,More Than Blue,2018,142958164,722669
10979,The First Purge,2018,137056262,69488745
10980,How Long Will I Love U,2018,136796719,746933
10981,A Wrinkle in Time,2018,132675864,100478608
10982,The House with a Clock in Its Walls,2018,131457147,68549695
10983,Instant Family,2018,120556201,67363237
10984,A Cool Fish,2018,118153135,551876
10985,Game Night,2018,117679066,69179066
10986,Dragon Ball Super: Broly,2018,115560610,30712119
10987,The Monkey King 3,2018,115084576,187074
10988,First Man,2018,105697415,44936545
10989,Book Club,2018,104438188,68566296
10990,Night School,2018,103105878,77339130
10991,Alpha,2018,98203196,35857181
10992,Along With the Gods: The Last 49 Days,2018,97962238,1200246
10993,A Simple Favor,2018,97644617,53548586
10994,The Favourite,2018,95918706,34366783
10995,Blumhouse's Truth or Dare,2018,95330493,41411015
10996,I Feel Pretty,2018,94539426,48795601
10997,Blockers,2018,94017294,60311495
10998,BlacKkKlansman,2018,93400823,49275340
10999,Goosebumps 2: Haunted Halloween,2018,93320380,46700633
11000,Shadow,2018,91708374,521396
11001,Overboard,2018,91244913,50316123
11002,Sherlock Gnomes,2018,90497778,43242871
11003,Detective Dee: The Four Heavenly Kings,2018,90040771,262963
11004,Robin Hood,2018,86489031,30824628
11005,I Can Only Imagine,2018,86026201,83482352
11006,Mortal Engines,2018,83672673,15951040
11007,Den of Thieves,2018,80509622,44947622
11008,Hereditary,2018,80239658,44069456
11009,Tag,2018,78130625,54730625
11010,Sanju,2018,76693052,7909317
11011,Vice,2018,76073488,47836282
11012,Widows,2018,75984700,42402632
11013,Sicario: Day of the Soldado,2018,75837743,50072235
11014,Searching,2018,75462037,26020957
11015,The Spy Who Dumped Me,2018,75320680,33562069
11016,Second Act,2018,72282227,39282227
11017,Spirited Away 2018 Re-release,2018,70186029,1175067
11018,Shoplifters,2018,67998954,3313513
11019,12 Strong,2018,67450815,45819713
11020,"Love, Simon",2018,66316289,40826341
11021,Mile 22,2018,66308758,36108758
11022,Life of the Party,2018,65859911,53059911
11023,Capernaum,2018,64413178,1661096
11024,Isle of Dogs,2018,64241499,32015231
11025,Adrift,2018,59945012,31445012
11026,The 15:17 to Paris,2018,57076286,36276286
11027,Early Man,2018,54622814,8267544
11028,Peppermint,2018,53918723,35418723
11029,Teen Titans GO! to the Movies,2018,52090236,29790236
11030,Slender Man,2018,51738549,30569484
11031,Breaking In,2018,51411620,46840590
11032,Once Upon a Deadpool 2018 Re-release,2018,51247568,6100309
11033,Death Wish,2018,49562710,34017028
11034,Andhadhun,2018,49391206,1193046
11035,Golden Job,2018,47279677,285795
11036,Mary Queen of Scots,2018,46710283,16468499
11037,Uncle Drew,2018,46664414,42469946
11038,Tyler Perry's Acrimony,2018,46403669,43549096
11039,Asterix: The Secret of the Magic Potion,2018,46213767,1271953
11040,Winchester,2018,44019588,25091816
11041,Annihilation,2018,43070915,32732301
11042,The Possession of Hannah Grace,2018,43016528,14837422
11043,Long Day's Journey Into Night,2018,42140994,521365
11044,Overlord,2018,41657844,21704844
11045,The Great Battle,2018,41509280,472166
11046,The Darkest Minds,2018,41142379,12695691
11047,Holmes & Watson,2018,40466970,30573626
11048,Show Dogs,2018,39156854,17857020
11049,Believer,2018,39047153,365639
11050,The Spy Gone North,2018,38844509,500803
11051,On the Basis of Sex,2018,38673750,24622687
11052,Till The End Of The World,2018,37013733,118660
11053,Mia and the White Lion,2018,36085897,399471
11054,Nothing to Lose,2018,36075317,1016188
11055,The Girl in the Spider's Web,2018,35164920,14841338
11056,The Hate U Give,2018,34934009,29719483
11057,Nobody's Fool,2018,33705333,31713110
11058,Baaghi 2,2018,33139063,1319579
11059,The Hurricane Heist,2018,32517248,6115825
11060,Bad Times at the El Royale,2018,31882724,17839115
11061,Hunter Killer,2018,31672678,15767460
11062,Super Troopers 2,2018,31626386,30617396
11063,The Strangers: Prey at Night,2018,31039126,24586708
11064,Free Solo,2018,29318861,17541090
11065,Pad Man,2018,29045020,1670192
11066,Default,2018,27709716,203775
11067,One Cut of the Dead,2018,27590180,52406
11068,Mirai,2018,27526961,812794
11069,The Happytime Murders,2018,27506452,20706452
11070,Midnight Sun,2018,27365467,9561064
11071,My Neighbor Totoro 2018 Re-release,2018,27083857,1144649
11072,Hichki,2018,26055222,330279
11073,White Boy Rick,2018,25957482,24011188
11074,"Paul, Apostle of Christ",2018,25915966,17560475
11075,Keys To The Heart,2018,25375866,75134
11076,Stan & Ollie,2018,24420923,5470235
11077,The Accidental Detective 2: In Action,2018,24243825,179045
11078,Pokémon the Movie: The Power of Us,2018,23740788,789170
11079,Padmaavat,2018,22991060,11846060
11080,Won't You Be My Neighbor?,2018,22842400,22835787
11081,Mojin: The Worm Valley,2018,22381583,101516
11082,Big Brother,2018,22029250,85624
11083,Master Z: The Ip Man Legacy,2018,21832649,209454
11084,Proud Mary,2018,21753365,20877013
11085,The Prodigy,2018,21150265,14856291
11086,Gonjiam: Haunted Asylum,2018,21041950,115252
11087,My Hero Academia: Two Heroes,2018,21022724,5754556
11088,SuperFly,2018,20780685,20545116
11089,If Beale Street Could Talk,2018,20596567,14915773
11090,Burn the Stage: The Movie,2018,20347513,4201819
11091,Cold War 2018 Re-release,2018,20285066,4580048
11092,The Wife,2018,19978189,9601092
11093,Everybody Knows,2018,19176163,2660165
11094,They Shall Not Grow Old 2018 Re-release,2018,19130011,17956913
11095,Oolong Courtyard: KungFu School,2018,19129015,37727
11096,Detective K: Secret of the Living Dead,2018,18603476,104013
11097,Airpocalypse,2018,18491089,105678
11098,Chappaquiddick,2018,18263470,17395520
11099,Sorry to Bother You,2018,18170707,17493096
11100,Hell Fest,2018,18159691,11107431
11101,The Old Man & the Gun,2018,17860397,11277120
11102,The Children Act,2018,17696794,547750
11103,Operation Finale,2018,17612099,17612099
11104,Loving Pablo,2018,17535962,22017
11105,102 Not Out,2018,16758596,1343797
11106,Beautiful Boy,2018,16636604,7649973
11107,Upgrade,2018,16593554,11977130
11108,Forever My Girl,2018,16376066,16376066
11109,Unfriended: Dark Web,2018,16024987,8866745
11110,Finding Your Feet,2018,15845593,1418682
11111,Feng Shui,2018,15702302,64147
11112,Tully,2018,15636462,9369755
11113,The Negotiation,2018,15229193,110986
11114,RBG,2018,14441292,14017361
11115,Eighth Grade,2018,14347433,13539709
11116,Thugs of Hindostan,2018,14341431,1449848
11117,Unsane,2018,14293601,7732899
11118,Colette,2018,14273033,5137622
11119,Ya veremos,2018,14134723,4165949
11120,The Quake,2018,13747547,6235
11121,Three Identical Strangers,2018,13448497,12320845
11122,Hotel Artemis,2018,13313581,6708147
11123,The Sisters Brothers,2018,13143056,3143056
11124,Welcome to Marwen,2018,13061491,10763520
11125,Take Point,2018,12908032,112386
11126,Luis and the Aliens,2018,12627729,169710
11127,Can You Ever Forgive Me?,2018,12442161,8803865
11128,Rampant,2018,12359573,167937
11129,Tall Tales from the Magical Garden of Antoon Krings 2018 Re-release,2018,12353849,220
11130,Boy Erased,2018,11853081,6788692
11131,Unstoppable,2018,11845347,101417
11132,Last Letter,2018,11834622,180946
11133,Ash Is Purest White,2018,11813509,422814
11134,Ballon,2018,11782161,16792
11135,King of Thieves,2018,11353515,7518
11136,At Eternity's Gate,2018,11261585,2294915
11137,La boda de Valentina,2018,11021794,2783739
11138,Gringo,2018,11001627,4969853
11139,2.0,2018,10847903,4152000
11140,Golden Slumber,2018,10733326,94450
11141,Red Joan,2018,10647493,1579730
11142,Every Day,2018,10421847,6102076
11143,Swing Kids,2018,10397408,222001
11144,Lobster Cop,2018,10373129,85693
11145,Little Women,2018,10351804,1379497
11146,Kin,2018,10313019,5718096
11147,Girls vs Gangsters,2018,10265819,37115
11148,The Miracle Season,2018,10230620,10230620
11149,Ben Is Back,2018,10134204,3703184
11150,Papillon,2018,10060903,2335896
11151,The Princess and the Matchmaker,2018,9899017,78900
11152,Simmba,2018,9865268,5102129
11153,Traffik,2018,9515914,9186156
11154,Mid90s,2018,9303022,7362439
11155,Replicas,2018,9294687,4046429
11156,Champion,2018,8974547,97472
11157,7 Days in Entebbe,2018,8771432,3326885
11158,Pope Francis: A Man of His Word,2018,8608385,2008385
11159,A-X-L,2018,8467697,6501381
11160,Disobedience,2018,8003180,3498782
11161,Life Itself,2018,7997774,4102648
11162,Suspiria,2018,7942093,2483472
11163,Qué León,2018,7807916,2607916
11164,Amazing Grace,2018,7757425,4450456
11165,Leave No Trace,2018,7682928,6046104
11166,Pandas,2018,7635778,7574012
11167,Burning,2018,7566962,718991
11168,Beirut,2018,7509436,5019226
11169,God's Not Dead: A Light in Darkness,2018,7414178,5728940
11170,Return of the Hero,2018,7362730,37108
11171,In Safe Hands,2018,7086596,1737
11172,Dog Days,2018,6819044,6809080
11173,Race 3,2018,6817391,1690861
11174,Fahrenheit 11/9,2018,6674168,6352306
11175,Soorma,2018,6579645,390077
11176,Gotti,2018,6412349,4343227
11177,Unbroken: Path to Redemption,2018,6216897,6216897
11178,Ploey,2018,6146292,77815
11179,Mobile Suit Gundam Narrative,2018,6126259,259224
11180,Death of a Nation,2018,5885881,5885881
11181,Incident in a Ghostland,2018,5643957,
11182,El Angel,2018,5604680,109608
11183,Destroyer,2018,5580940,1533324
11184,A Wizard's Tale,2018,5487261,2150
11185,Action Point,2018,5103663,5059608
11186,Never Look Away,2018,5083864,1304042
11187,Dogman,2018,5080147,148225
11188,Blindspotting,2018,5006989,4333394
11189,Sgt. Stubby: An American Hero,2018,4932694,4015935
11190,Samson,2018,4873825,4719928
11191,Hamlet 2018 Re-release,2018,4630718,235229
11192,Bad Samaritan,2018,4623836,3435047
11193,Whitney,2018,4605123,3026351
11194,The Guilty,2018,4598051,207140
11195,"Juliet, Naked",2018,4508260,3444895
11196,Woman at War,2018,4478095,847495
11197,Storm Boy,2018,4252706,71760
11198,"Don't Worry, He Won't Get Far on Foot",2018,4241656,1441705
11199,Ghost Stories,2018,4131358,148747
11200,The Fall of the American Empire,2018,4110928,2178460
11201,American Animals,2018,4080073,2856954
11202,Penguin Highway,2018,4006647,104567
11203,A Private War,2018,3915207,1633208
11204,First Reformed,2018,3862498,3448256
11205,Custody,2018,3790303,83882
11206,Night of 7 Years,2018,3716820,24281
11207,Gosnell: The Trial of America's Biggest Serial Killer,2018,3679893,3679893
11208,Non-Fiction,2018,3618888,704919
11209,Indivisible,2018,3589633,3511417
11210,The Apparition,2018,3562793,28293
11211,The Oscar Nominated Short Films 2018: Live Action,2018,3511123,3508777
11212,The Metropolitan Opera HD Live: Puccini: Tosca,2018,3473616,2023749
11213,The Rider,2018,3434963,2419031
11214,Patrick the Pug,2018,3369468,6290
11215,On Chesil Beach,2018,3335913,745971
11216,Breath,2018,3322479,37108
11217,Wildlife,2018,3321297,1050616
11218,The House That Jack Built,2018,3297010,170113
11219,Bharath Ane Nenu,2018,3276257,2663090
11220,The Front Runner,2018,3242235,2000105
11221,Thoroughbreds,2018,3187255,3072605
11222,Tea With the Dames,2018,3181152,889343
11223,Made for More,2018,2999134,2999134
11224,Memoir of War,2018,2980982,103636
11225,God Bless the Broken Road,2018,2848233,2846257
11226,Hold Your Breath,2018,2842040,77987
11227,McQueen,2018,2739246,1257275
11228,Edie,2018,2729518,70138
11229,Billionaire Boys Club,2018,2713955,1349
11230,The Happy Prince,2018,2621992,466440
11231,The Little Mermaid,2018,2610742,147175
11232,Racetime,2018,2600728,1875283
11233,Zero,2018,2595762,1035388
11234,Leo Da Vinci: Mission Mona Lisa,2018,2588859,19978
11235,Assassination Nation,2018,2584988,2005142
11236,Maquia: When the Promised Flower Blooms 2018 Re-release,2018,2569927,18539
11237,Birds of Passage,2018,2517349,507259
11238,Lean on Pete,2018,2443584,1163056
11239,The Breadwinner 2018 Re-release,2018,2426907,834
11240,Hearts Beat Loud,2018,2417165,2386251
11241,1991,2018,2342264,2342264
11242,The Man Who Killed Don Quixote,2018,2301430,391963
11243,The House That Jack Built 2018 Re-release,2018,2268855,87993
11244,Puzzle,2018,2260946,2032018
11245,An Interview with God,2018,2251795,1201434
11246,At War,2018,2235052,4605
11247,3 Faces,2018,2191516,72324
11248,Maria By Callas 2018 Re-release,2018,2185562,1267301
11249,Border,2018,2177678,771930
11250,Veere Di Wedding,2018,2176099,
11251,High Life,2018,2133033,1225852
11252,Indian Horse,2018,2097362,2097362
11253,Mary Shelley,2018,2096600,108900
11254,Black '47,2018,2073063,57520
11255,Under the Silver Lake,2018,2053469,46083
11256,Raid,2018,2031135,1010385
11257,Climax,2018,2027391,817339
11258,Peterloo,2018,1998945,151971
11259,The Metropolitan Opera HD Live: Verdi: La Traviata,2018,1982588,1882931
11260,Maquia: When the Promised Flower Blooms,2018,1979604,185699
11261,The Pact,2018,1855647,2488
11262,Sweet Country,2018,1847693,104297
11263,The Little Stranger,2018,1824902,713143
11264,The Seagull,2018,1820461,1252960
11265,Moses,2018,1807117,1807117
11266,The Metropolitan Opera HD Live: Puccini: La Bohème,2018,1764201,1764201
11267,The Metropolitan Opera HD Live: Massenet: Cendrillon,2018,1747259,1243306
11268,Beast,2018,1744071,800365
11269,A Faithful Man,2018,1720605,77491
11270,Grease 2018 Re-release,2018,1710727,1213413
11271,The Wild Pear Tree,2018,1696258,34014
11272,Sorry Angel,2018,1636273,30628
11273,I Still See You,2018,1620637,1359
11274,The Metropolitan Opera HD Live: Verdi: Aida,2018,1595902,1595902
11275,Made in India,2018,1594164,790628
11276,Yardie,2018,1551163,36012
11277,Mystery Train,2018,1544973,1541218
11278,Kedarnath,2018,1538846,901131
11279,Princess Mononoke 2018 Re-release,2018,1519321,1423877
11280,The Miseducation of Cameron Post,2018,1451729,904703
11281,The Dawn Wall 2018 Re-release,2018,1442013,970032
11282,Vox Lux,2018,1399272,727119
11283,Sometimes Always Never,2018,1377856,
11284,Swimming with Men,2018,1377748,24708
11285,Little Italy,2018,1362536,990230
11286,Foxtrot,2018,1356159,618883
11287,Mandy,2018,1335484,1214525
11288,The Metropolitan Opera HD Live: Rossini: Semiramide,2018,1332900,1033651
11289,The Metropolitan Opera HD Live: Mozart: Così fan tutte,2018,1302949,1302949
11290,The Cakemaker,2018,1287568,875751
11291,Shed Skin Papa,2018,1278065,13331
11292,Yellow Submarine,2018,1273261,992305
11293,Beautifully Broken,2018,1271572,1209645
11294,Guy,2018,1257937,1319
11295,The Captain,2018,1196669,109226
11296,The Metropolitan Opera HD Live: Saint-Saëns: Samson et Dalila,2018,1195758,1195758
11297,The Metropolitan Opera HD Live: Verdi: Luisa Miller,2018,1166858,1166858
11298,Roma,2018,1148031,
11299,Elliot the Littlest Reindeer 2018 Re-release,2018,1142187,24262
11300,Look Away,2018,1119537,
11301,The Metropolitan Opera HD Live: Donizetti: L'Elisir d'Amore,2018,1115018,1115018
11302,Sunset,2018,1083299,164906
11303,The Dark Crystal 2018 Re-release,2018,1036956,1036956
11304,The Metropolitan Opera HD Live: Puccini: La Fanciulla del West,2018,1023233,1023233
11305,Husband Material,2018,1016545,567417
11306,Elvis: The Comeback Special,2018,1010657,1010657
11307,National Theatre Live: Antony & Cleopatra,2018,998079,83672
11308,Labyrinth 2018 Re-release,2018,993336,993336
11309,Transit,2018,982372,815290
11310,Journey's End,2018,970809,161796
11311,Ryuichi Sakamoto: Coda,2018,960212,117460
11312,A Prayer Before Dawn,2018,958883,14453
11313,The Endless,2018,956425,272020
11314,The Catcher Was a Spy,2018,953953,725223
11315,Becoming Astrid,2018,938766,120486
11316,Schindler's List 2018 Re-release,2018,937140,833050
11317,White Christmas 2018 Re-release,2018,928298,928298
11318,Like Arrows,2018,928265,817990
11319,Kirk Cameron: Connect,2018,918127,918127
11320,The Lodgers,2018,916727,7362
11321,Revenge,2018,913331,102091
11322,Kings,2018,910269,274635
11323,The Metropolitan Opera HD Live: Nico Muhly: Marnie,2018,865551,849710
11324,Lizzie,2018,844786,642157
11325,BANDSTAND: The Broadway Musical on Screen,2018,839554,839554
11326,The Heiresses,2018,811196,78473
11327,Mrs. Hyde,2018,778142,18627
11328,The Invisibles,2018,764250,407373
11329,Pick of the Litter,2018,763688,578717
11330,Museo,2018,759626,148505
11331,Boundaries,2018,755977,703438
11332,Ramen Shop,2018,734347,88455
11333,The Polar Express 2018 Re-release,2018,731018,731018
11334,Slaughterhouse Rulez,2018,730762,4665
11335,Liz and the Blue Bird,2018,726454,63204
11336,HBO Boxing: Canelo Alvarez vs. Gennady Golovkin II,2018,707875,707875
11337,Itzhak,2018,704968,607290
11338,Blaze,2018,704955,704955
11339,Jim Henson's Holiday Special with Fraggle Rock and Emmet Otter,2018,695130,695130
11340,In the Aisles,2018,694586,28394
11341,The Trump Prophecy,2018,671198,671198
11342,Anna and the Apocalypse,2018,670430,545597
11343,Dragon Ball Z: Broly - The Legendary Super Saiyan,2018,658982,658982
11344,Ponyo 2018 Re-release,2018,653072,653072
11345,Batti Gul Meter Chalu,2018,635869,249539
11346,"Love, Gilda",2018,626318,626318
11347,The Sound of Music 2018 Re-release,2018,624392,616171
11348,Die Hard 30th Anniversary Release,2018,620525,510241
11349,The Transformers,2018,619597,619597
11350,The Reports on Sarah and Saleem,2018,607206,117479
11351,The Walking Dead: Wrath/The Walking Dead/Fear the Walking Dead: What's Your Story?/Fear the Walking Dead,2018,605764,605764
11352,"DCI 2019: Big, Loud & Live 16",2018,603320,603320
11353,Oh Lucy!,2018,600145,375391
11354,The Big Lebowski 2018 Re-release,2018,592832,582585
